ticket_id,ticket_type,subject,description,customer_age,channel,sentiment,urgency_score,impact_score,priority
4573,Account problem,Payment problem,The device is not working and I need immediate assistance.,41,Email,negative,2,3,High
2033,General question,Question about product,I would like more information about the product.,29,Phone,positive,0,1,Low
7916,Critical account issue,Critical account problem,This is an emergency. The system has completely failed and I cannot continue my work.,68,Chat,negative,4,4,Critical
6791,Critical account issue,Urgent payment issue,There appears to be a serious payment problem affecting multiple transactions.,56,Social media,negative,4,3,Critical
814,Information request,Product information,I have a general question and would like some clarification.,64,Chat,positive,0,0,Low
6011,Technical issue,Delivery problem,The device is not working and I need immediate assistance. Please help me resolve this issue.,25,Email,negative,3,3,High
3811,Refund request,Billing problem,There is an issue with my recent order and I need help. Please help me resolve this issue.,43,Chat,neutral,1,1,Medium
5728,Billing issue,Payment problem,My order is significantly delayed and I need help urgently.,26,Chat,negative,2,2,High
8365,Security issue,Urgent payment issue,I cannot access critical business data and need this resolved immediately.,56,Social media,negative,4,4,Critical
6975,Critical billing issue,Security concern,This is an emergency. The system has completely failed and I cannot continue my work.,64,Chat,negative,4,3,Critical
1805,Information request,Product information,I have a general question and would like some clarification.,53,Phone,positive,1,1,Low
7290,Critical technical issue,Critical system failure,The service has completely stopped working and is blocking critical operations.,53,Social media,negative,4,3,Critical
4347,Billing issue,Payment problem,I cannot access my account and this is affecting my work. Please help me resolve this issue.,57,Email,negative,2,2,High
2462,Billing inquiry,Product issue,There is an issue with my recent order and I need help. Please help me resolve this issue.,46,Email,neutral,1,1,Medium
546,Information request,Question about product,Can you provide some details about this product?,62,Phone,positive,1,1,Low
3242,Billing inquiry,Shipping question,I requested a refund and would like an update.,65,Social media,negative,2,1,Medium
739,General question,Product information,I have a general question and would like some clarification.,41,Chat,neutral,1,1,Low
311,General question,Product information,I have a general question and would like some clarification.,47,Social media,neutral,0,1,Low
3522,Refund request,Shipping question,There is an issue with my recent order and I need help.,59,Phone,neutral,2,2,Medium
1132,Information request,Product information,I have a general question and would like some clarification.,30,Email,neutral,0,0,Low
5546,Shipping issue,Urgent product problem,I was charged incorrectly and need the issue resolved quickly.,69,Phone,negative,3,3,High
493,Information request,Need some information,Can you provide some details about this product?,42,Chat,positive,0,1,Low
4112,Refund request,Billing problem,I have a billing issue that needs to be checked.,45,Phone,negative,2,1,Medium
2770,Shipping inquiry,Refund question,My delivery has a problem and I need assistance.,27,Chat,negative,2,1,Medium
921,General question,Need some information,Could you explain the available options?,43,Phone,positive,0,0,Low
7540,Critical technical issue,Critical system failure,There appears to be a serious payment problem affecting multiple transactions.,56,Chat,negative,3,4,Critical
3588,Refund request,Refund question,There is an issue with my recent order and I need help.,48,Social media,negative,1,1,Medium
8091,Critical account issue,Critical system failure,I have a serious security concern and need immediate assistance.,64,Chat,negative,3,4,Critical
3960,Billing inquiry,Billing problem,I requested a refund and would like an update. Please help me resolve this issue.,54,Chat,neutral,2,2,Medium
39,Information request,Need some information,Can you provide some details about this product?,20,Chat,positive,0,0,Low
4460,Billing issue,Account access issue,My product has stopped working and I need a replacement as soon as possible.,40,Phone,negative,2,3,High
4279,Account problem,Delivery problem,My order is significantly delayed and I need help urgently.,67,Email,negative,2,3,High
2984,Refund request,Billing problem,My delivery has a problem and I need assistance.,61,Social media,negative,2,1,Medium
5291,Account problem,Delivery problem,My product has stopped working and I need a replacement as soon as possible.,32,Phone,negative,2,3,High
131,Information request,Question about product,Can you provide some details about this product? Please help me resolve this issue.,19,Phone,neutral,1,0,Low
5218,Account problem,Delivery problem,I cannot access my account and this is affecting my work. Please help me resolve this issue.,64,Email,negative,2,3,High
8333,Critical billing issue,Urgent payment issue,The service has completely stopped working and is blocking critical operations. Please help me resolve this issue.,49,Email,negative,4,4,Critical
2668,Refund request,Shipping question,I requested a refund and would like an update.,18,Chat,negative,1,2,Medium
3224,Refund request,Refund question,I requested a refund and would like an update.,67,Chat,negative,1,2,Medium
1183,Information request,Question about product,Could you explain the available options?,40,Chat,neutral,1,1,Low
7796,Critical technical issue,Urgent payment issue,I have a serious security concern and need immediate assistance.,21,Email,negative,3,4,Critical
615,Product inquiry,Question about product,I have a general question and would like some clarification.,21,Phone,positive,1,1,Low
8318,Critical account issue,Security concern,I have a serious security concern and need immediate assistance.,58,Email,negative,4,4,Critical
1467,Product inquiry,Need some information,Could you explain the available options?,69,Social media,neutral,1,0,Low
4498,Shipping issue,Payment problem,The device is not working and I need immediate assistance.,52,Phone,negative,2,3,High
3043,Product issue,Shipping question,My delivery has a problem and I need assistance.,39,Chat,neutral,2,1,Medium
935,Product inquiry,Product information,Could you explain the available options?,20,Social media,positive,1,1,Low
2420,Billing inquiry,Billing problem,I have a billing issue that needs to be checked.,35,Chat,negative,2,1,Medium
5086,Shipping issue,Delivery problem,I was charged incorrectly and need the issue resolved quickly.,22,Phone,negative,3,2,High
7750,Critical account issue,Critical account problem,The service has completely stopped working and is blocking critical operations.,35,Email,negative,4,4,Critical
6963,Critical account issue,Urgent payment issue,There appears to be a serious payment problem affecting multiple transactions. Please help me resolve this issue.,54,Social media,negative,4,3,Critical
4823,Technical issue,Payment problem,I was charged incorrectly and need the issue resolved quickly.,60,Chat,negative,2,2,High
827,General question,Need some information,Could you explain the available options?,43,Chat,neutral,1,0,Low
1522,General question,Product information,I have a general question and would like some clarification.,58,Chat,positive,1,0,Low
2931,Refund request,Refund question,I requested a refund and would like an update.,44,Email,neutral,1,2,Medium
4233,Account problem,Urgent product problem,I was charged incorrectly and need the issue resolved quickly. Please help me resolve this issue.,60,Chat,negative,3,3,High
629,Information request,Product information,I would like more information about the product.,58,Email,neutral,1,0,Low
4431,Billing issue,Payment problem,I was charged incorrectly and need the issue resolved quickly.,34,Social media,negative,3,3,High
3854,Refund request,Product issue,I am having a problem with my product and need assistance.,30,Chat,neutral,2,2,Medium
391,General question,Product information,Could you explain the available options?,63,Email,positive,1,0,Low
4346,Shipping issue,Payment problem,My product has stopped working and I need a replacement as soon as possible.,19,Chat,negative,2,3,High
8279,Critical billing issue,Urgent payment issue,There appears to be a serious payment problem affecting multiple transactions. Please help me resolve this issue.,36,Chat,negative,4,4,Critical
5914,Account problem,Payment problem,My order is significantly delayed and I need help urgently.,62,Chat,negative,2,2,High
3991,Refund request,Product issue,I am having a problem with my product and need assistance.,42,Phone,negative,1,2,Medium
401,General question,Need some information,Could you explain the available options?,41,Email,neutral,0,1,Low
4807,Billing issue,Urgent product problem,I cannot access my account and this is affecting my work.,46,Phone,negative,2,3,High
5136,Shipping issue,Account access issue,I cannot access my account and this is affecting my work.,50,Chat,negative,2,2,High
7185,Critical billing issue,Security concern,There appears to be a serious payment problem affecting multiple transactions.,47,Email,negative,3,4,Critical
3360,Shipping inquiry,Product issue,I am having a problem with my product and need assistance.,19,Phone,neutral,1,2,Medium
47,Product inquiry,Need some information,Can you provide some details about this product?,22,Chat,positive,1,0,Low
5658,Technical issue,Payment problem,I cannot access my account and this is affecting my work.,29,Email,negative,2,3,High
489,Product inquiry,Question about product,I would like more information about the product.,50,Email,positive,1,0,Low
3994,Product issue,Shipping question,There is an issue with my recent order and I need help.,34,Chat,negative,1,1,Medium
3643,Billing inquiry,Billing problem,There is an issue with my recent order and I need help.,31,Chat,negative,2,2,Medium
3727,Product issue,Refund question,My delivery has a problem and I need assistance.,32,Email,negative,2,2,Medium
7864,Critical billing issue,Critical system failure,I cannot access critical business data and need this resolved immediately.,21,Social media,negative,3,4,Critical
5209,Technical issue,Account access issue,I was charged incorrectly and need the issue resolved quickly.,32,Email,negative,3,3,High
6610,Security issue,Security concern,The service has completely stopped working and is blocking critical operations.,20,Chat,negative,4,4,Critical
5320,Shipping issue,Delivery problem,My order is significantly delayed and I need help urgently.,63,Phone,negative,3,3,High
710,Product inquiry,Need some information,I would like more information about the product.,63,Social media,neutral,1,1,Low
2422,Billing inquiry,Billing problem,I am having a problem with my product and need assistance.,28,Phone,negative,2,2,Medium
5605,Technical issue,Delivery problem,I was charged incorrectly and need the issue resolved quickly.,60,Chat,negative,2,2,High
1751,Product inquiry,Product information,Can you provide some details about this product?,34,Social media,neutral,1,1,Low
8356,Critical account issue,Security concern,This is an emergency. The system has completely failed and I cannot continue my work. Please help me resolve this issue.,65,Chat,negative,4,4,Critical
7034,Critical billing issue,Critical account problem,I have a serious security concern and need immediate assistance.,45,Email,negative,4,4,Critical
4063,Refund request,Billing problem,I requested a refund and would like an update.,34,Chat,neutral,1,2,Medium
8126,Critical technical issue,Critical account problem,The service has completely stopped working and is blocking critical operations.,58,Chat,negative,4,3,Critical
339,General question,Need some information,Can you provide some details about this product? Please help me resolve this issue.,63,Phone,neutral,0,1,Low
216,Product inquiry,Question about product,Could you explain the available options?,35,Email,positive,0,1,Low
3664,Billing inquiry,Refund question,I have a billing issue that needs to be checked.,24,Email,neutral,1,1,Medium
1342,Information request,Product information,Could you explain the available options?,38,Phone,positive,1,0,Low
7855,Security issue,Critical account problem,There appears to be a serious payment problem affecting multiple transactions. Please help me resolve this issue.,62,Social media,negative,4,4,Critical
5617,Shipping issue,Account access issue,I cannot access my account and this is affecting my work.,24,Social media,negative,2,2,High
3895,Refund request,Billing problem,I am having a problem with my product and need assistance.,18,Email,negative,2,1,Medium
3641,Product issue,Shipping question,There is an issue with my recent order and I need help. Please help me resolve this issue.,27,Email,negative,1,1,Medium
330,Product inquiry,Product information,I would like more information about the product. Please help me resolve this issue.,25,Social media,positive,0,1,Low
6761,Security issue,Urgent payment issue,I cannot access critical business data and need this resolved immediately.,42,Phone,negative,3,3,Critical
3005,Shipping inquiry,Product issue,I requested a refund and would like an update.,40,Email,negative,2,1,Medium
4091,Product issue,Refund question,There is an issue with my recent order and I need help.,66,Email,negative,1,1,Medium
3116,Shipping inquiry,Refund question,I am having a problem with my product and need assistance.,31,Chat,negative,2,2,Medium
8250,Critical account issue,Urgent payment issue,I cannot access critical business data and need this resolved immediately.,69,Social media,negative,3,4,Critical
2323,Shipping inquiry,Billing problem,I have a billing issue that needs to be checked.,51,Chat,negative,2,1,Medium
6668,Critical billing issue,Urgent payment issue,I have a serious security concern and need immediate assistance.,35,Phone,negative,3,4,Critical
4198,Billing inquiry,Refund question,There is an issue with my recent order and I need help.,59,Phone,negative,2,2,Medium
3550,Billing inquiry,Refund question,My delivery has a problem and I need assistance.,48,Email,negative,1,1,Medium
1459,General question,Question about product,Could you explain the available options?,53,Phone,neutral,1,1,Low
172,Information request,Question about product,I have a general question and would like some clarification.,24,Email,neutral,0,1,Low
4204,Shipping issue,Delivery problem,My product has stopped working and I need a replacement as soon as possible.,21,Chat,negative,2,2,High
7188,Critical account issue,Critical account problem,I have a serious security concern and need immediate assistance.,46,Phone,negative,3,3,Critical
3570,Billing inquiry,Product issue,My delivery has a problem and I need assistance.,68,Email,neutral,2,2,Medium
4227,Shipping issue,Delivery problem,I was charged incorrectly and need the issue resolved quickly.,38,Phone,negative,3,3,High
5159,Billing issue,Urgent product problem,I cannot access my account and this is affecting my work.,49,Email,negative,2,2,High
7007,Critical technical issue,Critical system failure,I cannot access critical business data and need this resolved immediately.,63,Chat,negative,3,4,Critical
6186,Shipping issue,Payment problem,My product has stopped working and I need a replacement as soon as possible.,58,Email,negative,3,2,High
7074,Security issue,Security concern,The service has completely stopped working and is blocking critical operations.,48,Social media,negative,4,4,Critical
939,Product inquiry,Question about product,Can you provide some details about this product?,34,Phone,neutral,0,0,Low
61,General question,Question about product,I would like more information about the product.,60,Social media,positive,1,0,Low
1241,Product inquiry,Need some information,I have a general question and would like some clarification.,61,Social media,neutral,1,1,Low
5761,Shipping issue,Account access issue,The device is not working and I need immediate assistance.,36,Phone,negative,2,3,High
5137,Technical issue,Payment problem,I cannot access my account and this is affecting my work.,66,Email,negative,2,3,High
7172,Critical billing issue,Security concern,This is an emergency. The system has completely failed and I cannot continue my work.,40,Email,negative,4,3,Critical
2121,Product issue,Product issue,I have a billing issue that needs to be checked.,70,Social media,negative,2,1,Medium
1525,Information request,Question about product,Can you provide some details about this product?,30,Chat,positive,0,1,Low
154,Product inquiry,Question about product,Can you provide some details about this product? Please help me resolve this issue.,58,Email,positive,1,1,Low
6345,Critical account issue,Security concern,I cannot access critical business data and need this resolved immediately. Please help me resolve this issue.,49,Email,negative,3,4,Critical
482,Information request,Need some information,Can you provide some details about this product? Please help me resolve this issue.,57,Email,neutral,1,1,Low
6123,Billing issue,Account access issue,My order is significantly delayed and I need help urgently.,70,Chat,negative,2,2,High
4461,Shipping issue,Delivery problem,The device is not working and I need immediate assistance.,65,Social media,negative,3,3,High
3921,Shipping inquiry,Shipping question,I am having a problem with my product and need assistance.,26,Phone,negative,2,1,Medium
1763,Product inquiry,Question about product,I have a general question and would like some clarification. Please help me resolve this issue.,55,Email,neutral,1,0,Low
751,Information request,Need some information,I would like more information about the product. Please help me resolve this issue.,37,Social media,neutral,1,1,Low
1786,Information request,Question about product,I have a general question and would like some clarification.,45,Phone,neutral,0,1,Low
7996,Security issue,Urgent payment issue,This is an emergency. The system has completely failed and I cannot continue my work.,37,Chat,negative,3,3,Critical
6213,Shipping issue,Account access issue,The device is not working and I need immediate assistance.,70,Chat,negative,3,2,High
4502,Account problem,Account access issue,My product has stopped working and I need a replacement as soon as possible.,66,Social media,negative,2,2,High
4854,Shipping issue,Urgent product problem,The device is not working and I need immediate assistance.,32,Chat,negative,3,3,High
2712,Refund request,Refund question,I am having a problem with my product and need assistance.,40,Social media,neutral,2,2,Medium
6767,Critical technical issue,Critical system failure,There appears to be a serious payment problem affecting multiple transactions.,35,Social media,negative,4,4,Critical
7167,Critical billing issue,Critical system failure,There appears to be a serious payment problem affecting multiple transactions. Please help me resolve this issue.,34,Email,negative,4,3,Critical
4194,Shipping inquiry,Billing problem,I have a billing issue that needs to be checked.,47,Social media,neutral,2,2,Medium
1334,Product inquiry,Need some information,Could you explain the available options?,56,Chat,neutral,0,0,Low
7647,Security issue,Urgent payment issue,The service has completely stopped working and is blocking critical operations.,33,Chat,negative,3,3,Critical
2855,Refund request,Shipping question,I requested a refund and would like an update.,29,Chat,negative,2,2,Medium
187,General question,Need some information,Could you explain the available options?,42,Chat,positive,0,1,Low
1137,Product inquiry,Need some information,Could you explain the available options? Please help me resolve this issue.,58,Email,neutral,0,1,Low
2059,Product inquiry,Product information,I have a general question and would like some clarification.,37,Chat,neutral,1,1,Low
7196,Security issue,Urgent payment issue,I have a serious security concern and need immediate assistance.,50,Phone,negative,3,3,Critical
7190,Critical account issue,Security concern,I have a serious security concern and need immediate assistance.,54,Email,negative,3,3,Critical
149,General question,Product information,I would like more information about the product.,45,Phone,positive,0,1,Low
4125,Product issue,Billing problem,There is an issue with my recent order and I need help. Please help me resolve this issue.,56,Social media,negative,1,1,Medium
4890,Technical issue,Account access issue,I was charged incorrectly and need the issue resolved quickly. Please help me resolve this issue.,68,Chat,negative,3,3,High
6957,Security issue,Critical system failure,The service has completely stopped working and is blocking critical operations.,69,Chat,negative,3,4,Critical
3364,Product issue,Product issue,I have a billing issue that needs to be checked.,69,Phone,neutral,1,2,Medium
4789,Technical issue,Payment problem,My product has stopped working and I need a replacement as soon as possible.,38,Email,negative,2,2,High
2867,Product issue,Shipping question,I am having a problem with my product and need assistance.,21,Email,neutral,1,1,Medium
3777,Refund request,Refund question,I am having a problem with my product and need assistance.,60,Chat,negative,2,2,Medium
1387,Product inquiry,Question about product,I would like more information about the product.,27,Chat,neutral,0,0,Low
5942,Billing issue,Delivery problem,I was charged incorrectly and need the issue resolved quickly. Please help me resolve this issue.,33,Email,negative,2,2,High
8114,Critical billing issue,Critical account problem,The service has completely stopped working and is blocking critical operations.,70,Email,negative,3,4,Critical
7101,Critical technical issue,Critical system failure,This is an emergency. The system has completely failed and I cannot continue my work.,41,Phone,negative,3,3,Critical
5696,Account problem,Delivery problem,My product has stopped working and I need a replacement as soon as possible.,34,Phone,negative,2,2,High
3630,Product issue,Refund question,I requested a refund and would like an update.,52,Phone,neutral,2,2,Medium
7725,Critical billing issue,Critical account problem,I have a serious security concern and need immediate assistance.,44,Social media,negative,4,3,Critical
4798,Shipping issue,Account access issue,My order is significantly delayed and I need help urgently.,61,Chat,negative,2,3,High
3029,Product issue,Billing problem,I requested a refund and would like an update.,67,Phone,negative,2,2,Medium
2970,Refund request,Refund question,I have a billing issue that needs to be checked.,39,Email,negative,2,1,Medium
7460,Critical account issue,Security concern,The service has completely stopped working and is blocking critical operations.,41,Chat,negative,4,3,Critical
1709,General question,Question about product,I have a general question and would like some clarification.,44,Phone,positive,0,0,Low
2954,Billing inquiry,Billing problem,There is an issue with my recent order and I need help.,45,Social media,negative,1,2,Medium
455,Product inquiry,Product information,I have a general question and would like some clarification.,61,Phone,neutral,1,1,Low
6137,Billing issue,Account access issue,My product has stopped working and I need a replacement as soon as possible.,62,Chat,negative,2,2,High
7176,Critical technical issue,Critical account problem,I have a serious security concern and need immediate assistance.,19,Phone,negative,4,4,Critical
6412,Security issue,Critical system failure,There appears to be a serious payment problem affecting multiple transactions. Please help me resolve this issue.,48,Social media,negative,4,4,Critical
610,General question,Question about product,Can you provide some details about this product?,32,Email,positive,1,0,Low
4264,Shipping issue,Payment problem,I was charged incorrectly and need the issue resolved quickly.,26,Phone,negative,3,2,High
4827,Shipping issue,Payment problem,The device is not working and I need immediate assistance.,20,Social media,negative,2,3,High
7275,Critical account issue,Security concern,The service has completely stopped working and is blocking critical operations.,23,Email,negative,3,4,Critical
2075,General question,Product information,I would like more information about the product.,45,Chat,positive,1,1,Low
4053,Shipping inquiry,Shipping question,I requested a refund and would like an update.,34,Social media,negative,2,2,Medium
6984,Security issue,Critical system failure,This is an emergency. The system has completely failed and I cannot continue my work.,26,Phone,negative,3,4,Critical
1623,Product inquiry,Question about product,Could you explain the available options?,27,Phone,neutral,0,1,Low
4684,Shipping issue,Delivery problem,The device is not working and I need immediate assistance.,54,Chat,negative,3,3,High
5498,Account problem,Delivery problem,My product has stopped working and I need a replacement as soon as possible.,43,Phone,negative,3,3,High
5797,Billing issue,Urgent product problem,My order is significantly delayed and I need help urgently.,31,Social media,negative,2,3,High
7520,Security issue,Urgent payment issue,I have a serious security concern and need immediate assistance.,46,Email,negative,4,4,Critical
41,Product inquiry,Question about product,I would like more information about the product.,39,Social media,neutral,0,0,Low
5476,Technical issue,Delivery problem,I cannot access my account and this is affecting my work.,20,Phone,negative,3,3,High
2090,Product inquiry,Product information,Can you provide some details about this product?,28,Phone,positive,1,0,Low
3925,Billing inquiry,Refund question,I have a billing issue that needs to be checked.,40,Chat,negative,1,2,Medium
2176,Billing inquiry,Refund question,I am having a problem with my product and need assistance.,43,Phone,negative,1,1,Medium
75,Product inquiry,Need some information,Could you explain the available options?,66,Phone,neutral,0,0,Low
6872,Critical account issue,Critical system failure,I cannot access critical business data and need this resolved immediately.,49,Phone,negative,3,4,Critical
3799,Product issue,Shipping question,I requested a refund and would like an update. Please help me resolve this issue.,61,Chat,negative,2,2,Medium
2658,Billing inquiry,Billing problem,My delivery has a problem and I need assistance.,41,Phone,negative,2,2,Medium
3181,Refund request,Shipping question,There is an issue with my recent order and I need help.,41,Social media,neutral,2,1,Medium
2077,Product inquiry,Need some information,Could you explain the available options?,52,Social media,neutral,0,0,Low
442,Product inquiry,Need some information,I would like more information about the product. Please help me resolve this issue.,28,Social media,positive,1,1,Low
7369,Security issue,Urgent payment issue,This is an emergency. The system has completely failed and I cannot continue my work.,60,Chat,negative,4,3,Critical
2052,Product inquiry,Question about product,Can you provide some details about this product?,58,Social media,neutral,1,1,Low
2542,Product issue,Shipping question,There is an issue with my recent order and I need help.,29,Phone,negative,1,2,Medium
1302,General question,Product information,Can you provide some details about this product?,26,Social media,neutral,0,0,Low
7898,Critical billing issue,Urgent payment issue,There appears to be a serious payment problem affecting multiple transactions.,23,Phone,negative,4,4,Critical
3431,Shipping inquiry,Product issue,I have a billing issue that needs to be checked.,21,Phone,neutral,1,2,Medium
1305,Information request,Product information,Can you provide some details about this product?,55,Email,positive,1,1,Low
237,General question,Need some information,I have a general question and would like some clarification. Please help me resolve this issue.,60,Email,positive,0,0,Low
7154,Critical technical issue,Security concern,This is an emergency. The system has completely failed and I cannot continue my work.,70,Phone,negative,3,3,Critical
2600,Shipping inquiry,Shipping question,I am having a problem with my product and need assistance. Please help me resolve this issue.,66,Chat,neutral,2,1,Medium
4617,Account problem,Payment problem,My product has stopped working and I need a replacement as soon as possible.,59,Chat,negative,3,2,High
2574,Product issue,Billing problem,There is an issue with my recent order and I need help.,44,Social media,negative,1,2,Medium
3281,Billing inquiry,Product issue,My delivery has a problem and I need assistance.,63,Chat,negative,1,1,Medium
3187,Product issue,Shipping question,I am having a problem with my product and need assistance.,69,Social media,negative,2,1,Medium
3954,Shipping inquiry,Shipping question,I have a billing issue that needs to be checked.,31,Social media,negative,2,2,Medium
2769,Billing inquiry,Billing problem,I am having a problem with my product and need assistance.,41,Chat,negative,1,2,Medium
4832,Account problem,Delivery problem,The device is not working and I need immediate assistance.,30,Social media,negative,2,3,High
4224,Billing issue,Account access issue,My order is significantly delayed and I need help urgently.,20,Phone,negative,2,3,High
2107,Billing inquiry,Shipping question,I have a billing issue that needs to be checked.,58,Phone,neutral,1,1,Medium
2680,Billing inquiry,Billing problem,I requested a refund and would like an update.,47,Phone,negative,1,1,Medium
2762,Refund request,Refund question,I am having a problem with my product and need assistance.,31,Phone,neutral,2,2,Medium
4689,Billing issue,Payment problem,I was charged incorrectly and need the issue resolved quickly.,43,Email,negative,3,3,High
5400,Billing issue,Urgent product problem,I cannot access my account and this is affecting my work.,31,Email,negative,2,2,High
1388,General question,Product information,Could you explain the available options?,43,Phone,neutral,0,1,Low
8062,Critical account issue,Critical account problem,The service has completely stopped working and is blocking critical operations.,49,Social media,negative,3,3,Critical
7772,Critical technical issue,Critical system failure,I cannot access critical business data and need this resolved immediately.,28,Email,negative,4,4,Critical
6907,Critical technical issue,Critical account problem,There appears to be a serious payment problem affecting multiple transactions.,50,Email,negative,4,3,Critical
7383,Critical billing issue,Critical account problem,There appears to be a serious payment problem affecting multiple transactions.,44,Social media,negative,3,3,Critical
8240,Critical technical issue,Security concern,The service has completely stopped working and is blocking critical operations.,42,Email,negative,3,3,Critical
5001,Shipping issue,Payment problem,My product has stopped working and I need a replacement as soon as possible.,21,Chat,negative,3,2,High
5854,Shipping issue,Urgent product problem,My product has stopped working and I need a replacement as soon as possible.,70,Phone,negative,2,3,High
1280,General question,Need some information,I would like more information about the product.,53,Social media,positive,0,1,Low
7665,Critical technical issue,Urgent payment issue,I cannot access critical business data and need this resolved immediately.,59,Social media,negative,4,3,Critical
805,Product inquiry,Product information,I would like more information about the product.,55,Chat,neutral,0,1,Low
6405,Critical technical issue,Critical account problem,I have a serious security concern and need immediate assistance.,56,Email,negative,4,3,Critical
1556,Product inquiry,Question about product,I would like more information about the product.,38,Social media,positive,1,1,Low
7766,Critical technical issue,Critical account problem,This is an emergency. The system has completely failed and I cannot continue my work.,49,Chat,negative,4,3,Critical
3191,Shipping inquiry,Product issue,I requested a refund and would like an update.,68,Chat,neutral,1,1,Medium
4567,Billing issue,Account access issue,My order is significantly delayed and I need help urgently.,38,Email,negative,3,2,High
4803,Account problem,Urgent product problem,I cannot access my account and this is affecting my work. Please help me resolve this issue.,50,Email,negative,2,3,High
8056,Critical billing issue,Critical account problem,The service has completely stopped working and is blocking critical operations.,23,Chat,negative,3,3,Critical
4842,Technical issue,Delivery problem,The device is not working and I need immediate assistance.,32,Chat,negative,3,3,High
3595,Product issue,Product issue,I am having a problem with my product and need assistance. Please help me resolve this issue.,18,Social media,negative,2,2,Medium
6036,Billing issue,Payment problem,The device is not working and I need immediate assistance.,69,Social media,negative,3,2,High
6853,Critical billing issue,Security concern,This is an emergency. The system has completely failed and I cannot continue my work.,62,Email,negative,4,4,Critical
1921,Information request,Question about product,Can you provide some details about this product?,39,Social media,positive,0,0,Low
514,Product inquiry,Need some information,Could you explain the available options?,30,Chat,neutral,1,1,Low
4178,Billing inquiry,Product issue,I am having a problem with my product and need assistance.,58,Social media,negative,2,1,Medium
6844,Critical billing issue,Critical account problem,I have a serious security concern and need immediate assistance.,67,Email,negative,4,4,Critical
1309,Product inquiry,Question about product,I have a general question and would like some clarification.,36,Chat,positive,1,1,Low
5668,Account problem,Delivery problem,My order is significantly delayed and I need help urgently.,52,Email,negative,3,3,High
915,Information request,Need some information,I have a general question and would like some clarification.,32,Phone,neutral,1,0,Low
3453,Product issue,Refund question,I have a billing issue that needs to be checked.,69,Chat,neutral,2,2,Medium
3696,Refund request,Shipping question,I am having a problem with my product and need assistance.,57,Phone,negative,1,1,Medium
4243,Billing issue,Account access issue,My product has stopped working and I need a replacement as soon as possible.,32,Email,negative,3,3,High
3157,Refund request,Billing problem,I have a billing issue that needs to be checked.,40,Chat,negative,2,2,Medium
2199,Billing inquiry,Billing problem,I have a billing issue that needs to be checked.,60,Chat,negative,1,2,Medium
775,Information request,Need some information,I have a general question and would like some clarification.,46,Phone,positive,1,1,Low
4426,Shipping issue,Payment problem,The device is not working and I need immediate assistance.,67,Email,negative,2,2,High
6151,Shipping issue,Payment problem,My order is significantly delayed and I need help urgently.,28,Phone,negative,2,3,High
6098,Account problem,Urgent product problem,I cannot access my account and this is affecting my work.,22,Chat,negative,2,2,High
944,Product inquiry,Product information,I have a general question and would like some clarification.,50,Social media,positive,1,0,Low
823,General question,Need some information,Can you provide some details about this product?,44,Phone,neutral,1,0,Low
6879,Critical billing issue,Critical account problem,I cannot access critical business data and need this resolved immediately.,68,Social media,negative,4,4,Critical
5006,Technical issue,Account access issue,My order is significantly delayed and I need help urgently.,59,Email,negative,3,2,High
6613,Security issue,Critical system failure,I cannot access critical business data and need this resolved immediately.,31,Email,negative,4,3,Critical
4278,Technical issue,Urgent product problem,I cannot access my account and this is affecting my work.,24,Phone,negative,2,3,High
165,Information request,Question about product,I have a general question and would like some clarification.,60,Email,positive,0,0,Low
5620,Account problem,Delivery problem,The device is not working and I need immediate assistance. Please help me resolve this issue.,44,Phone,negative,3,2,High
4548,Billing issue,Payment problem,I cannot access my account and this is affecting my work. Please help me resolve this issue.,30,Phone,negative,3,2,High
3984,Billing inquiry,Shipping question,I am having a problem with my product and need assistance.,70,Chat,negative,2,2,Medium
2539,Refund request,Shipping question,I have a billing issue that needs to be checked. Please help me resolve this issue.,51,Chat,negative,1,2,Medium
8185,Security issue,Critical account problem,I cannot access critical business data and need this resolved immediately.,41,Social media,negative,3,4,Critical
1312,General question,Product information,I have a general question and would like some clarification.,54,Social media,neutral,0,1,Low
5208,Shipping issue,Delivery problem,The device is not working and I need immediate assistance.,66,Social media,negative,3,2,High
7810,Critical account issue,Critical account problem,I cannot access critical business data and need this resolved immediately.,46,Chat,negative,4,3,Critical
5384,Shipping issue,Delivery problem,I was charged incorrectly and need the issue resolved quickly.,23,Phone,negative,3,2,High
7156,Critical technical issue,Critical account problem,The service has completely stopped working and is blocking critical operations.,67,Social media,negative,3,3,Critical
7967,Critical billing issue,Security concern,I have a serious security concern and need immediate assistance.,34,Phone,negative,4,3,Critical
6723,Security issue,Critical system failure,There appears to be a serious payment problem affecting multiple transactions.,40,Chat,negative,4,4,Critical
3301,Billing inquiry,Refund question,There is an issue with my recent order and I need help.,70,Email,neutral,2,2,Medium
3311,Shipping inquiry,Product issue,I requested a refund and would like an update.,53,Email,negative,1,1,Medium
6905,Critical technical issue,Critical system failure,There appears to be a serious payment problem affecting multiple transactions.,39,Chat,negative,3,4,Critical
328,General question,Question about product,I have a general question and would like some clarification. Please help me resolve this issue.,67,Phone,neutral,0,0,Low
5887,Billing issue,Urgent product problem,My product has stopped working and I need a replacement as soon as possible.,18,Phone,negative,2,2,High
2491,Shipping inquiry,Refund question,I am having a problem with my product and need assistance.,50,Chat,neutral,1,1,Medium
